name,free-women,free-children,free-places,date
Frauen- und Kinderschutzhaus Troisdorf,0,0,Keine freien Plätze,2020-11-09
Frauen helfen Frauen e.V. - Frauenhaus Euskirchen,0,0,Keine freien Plätze,2020-11-09
Frauen helfen Frauen e.V. Siegen,0,0,Keine freien Plätze,2020-11-09
Frauenhaus Olpe,1,1,Freie Plätze für Frauen mit Kindern und ohne Kinder,2020-11-09
Frauen helfen Frauen e.V. - Hagen,0,0,Keine freien Plätze,2020-11-09
Frauenhaus Ennepe-Ruhr-Kreis,0,0,Keine freien Plätze,2020-11-09
Frauenhaus Iserlohn,0,0,Keine freien Plätze,2020-11-09
Frauenhaus Hamm,0,0,Keine freien Plätze,2020-11-09
Frauenhaus des Frauenforums im Kreis Unna e.V.,0,0,Keine freien Plätze,2020-11-09
Frauenhaus Soest,0,0,Keine freien Plätze,2020-11-09
Frauenhaus Arnsberg,0,0,Keine freien Plätze,2020-11-09
